"0.0,0.0,0.0","0.0,1.0,0.0","0.0,2.0,0.0","0.0,3.0,0.0","0.0,4.0,0.0","0.0,5.0,0.0","0.0,6.0,0.0","0.0,7.0,0.0","0.0,8.0,0.0","0.0,9.0,0.0","1.0,0.0,0.0","1.0,1.0,0.0","1.0,2.0,0.0","1.0,3.0,0.0","1.0,4.0,0.0","1.0,5.0,0.0","1.0,6.0,0.0","1.0,7.0,0.0","1.0,8.0,0.0","1.0,9.0,0.0","2.0,0.0,0.0","2.0,1.0,0.0","2.0,2.0,0.0","2.0,3.0,0.0","2.0,4.0,0.0","2.0,5.0,0.0","2.0,6.0,0.0","2.0,7.0,0.0","2.0,8.0,0.0","2.0,9.0,0.0","3.0,0.0,0.0","3.0,1.0,0.0","3.0,2.0,0.0","3.0,3.0,0.0","3.0,4.0,0.0","3.0,5.0,0.0","3.0,6.0,0.0","3.0,7.0,0.0","3.0,8.0,0.0","3.0,9.0,0.0","4.0,0.0,0.0","4.0,1.0,0.0","4.0,2.0,0.0","4.0,3.0,0.0","4.0,4.0,0.0","4.0,5.0,0.0","4.0,6.0,0.0","4.0,7.0,0.0","4.0,8.0,0.0","4.0,9.0,0.0","5.0,0.0,0.0","5.0,1.0,0.0","5.0,2.0,0.0","5.0,3.0,0.0","5.0,4.0,0.0","5.0,5.0,0.0","5.0,6.0,0.0","5.0,7.0,0.0","5.0,8.0,0.0","5.0,9.0,0.0","6.0,0.0,0.0","6.0,1.0,0.0","6.0,2.0,0.0","6.0,3.0,0.0","6.0,4.0,0.0","6.0,5.0,0.0","6.0,6.0,0.0","6.0,7.0,0.0","6.0,8.0,0.0","6.0,9.0,0.0","7.0,0.0,0.0","7.0,1.0,0.0","7.0,2.0,0.0","7.0,3.0,0.0","7.0,4.0,0.0","7.0,5.0,0.0","7.0,6.0,0.0","7.0,7.0,0.0","7.0,8.0,0.0","7.0,9.0,0.0","8.0,0.0,0.0","8.0,1.0,0.0","8.0,2.0,0.0","8.0,3.0,0.0","8.0,4.0,0.0","8.0,5.0,0.0","8.0,6.0,0.0","8.0,7.0,0.0","8.0,8.0,0.0","8.0,9.0,0.0","9.0,0.0,0.0","9.0,1.0,0.0","9.0,2.0,0.0","9.0,3.0,0.0","9.0,4.0,0.0","9.0,5.0,0.0","9.0,6.0,0.0","9.0,7.0,0.0","9.0,8.0,0.0","9.0,9.0,0.0"
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-5.174310164358498e-167,-8.501695884011622e-167,-1.394132678013128e-166,-2.2816276247904083e-166,-3.7266982047065127e-166,-6.074900330079067e-166,-9.882941800158052e-166,-1.6045828151815995e-165,-2.599941162824692e-165,-4.2042356550115577e-165,-1.2315065756378375e-166,-2.0257166239599732e-166,-3.325564768458864e-166,-5.448708280757439e-166,-8.909632550263572e-166,-1.4539878546602079e-165,-2.368062543032355e-165,-3.849050538781515e-165,-6.243653055660481e-165,-1.010753514395586e-164,-2.929132740710493e-166,-4.8236047483632337e-166,-7.927723047857496e-166,-1.300367088620001e-165,-2.1287313539595648e-165,-3.477841402709879e-165,-5.670604463381904e-165,-9.227333901159867e-165,-1.4984665264313997e-164,-2.4285016928529828e-164,-6.962376269767347e-166,-1.1478435990124537e-165,-1.8886495436037779e-165,-3.101416584907778e-165,-5.082829290749113e-165,-8.313506821802368e-165,-1.3570408593855534e-164,-2.2106914858764895e-164,-3.594069841902336e-164,-5.8312901714169274e-164,-1.6538271148505167e-165,-2.7296676296492545e-165,-4.496475302370726e-165,-7.392205793530173e-165,-1.2128633907433998e-164,-1.9860141222492157e-164,-3.2455027674386717e-164,-5.2930675685015646e-164,-8.615000115628609e-164,-1.399336369074295e-163,-3.925861299291548e-165,-6.487104976504276e-165,-1.0698158639622065e-164,-1.7607831343313912e-164,-2.892264614025258e-164,-4.7413507353301885e-164,-7.75701493385862e-164,-1.2665205354365458e-163,-2.063723367393032e-163,-3.355899413535849e-163,-9.313009611995682e-165,-1.540650830542503e-164,-2.5436648376665643e-164,-4.191347025447462e-164,-6.89258284200998e-164,-1.1312056812804158e-163,-1.8528016645488655e-163,-3.028590929782736e-163,-4.940525988083714e-163,-8.043094950954469e-163,-2.207767920103878e-164,-3.6565176954132705e-164,-6.0439769481995e-164,-9.970463223415783e-164,-1.6415036123988728e-163,-2.6971113010151434e-163,-4.4226539375371757e-163,-7.237534571431463e-163,-1.182002742114788e-162,-1.9264732758966753e-162,-5.230257248591871e-164,-8.672400002665475e-164,-1.43514500319976e-163,-2.3702220647199398e-163,-3.906749778208087e-163,-6.426462708628139e-163,-1.0550055617681713e-162,-1.7284642029234651e-162,-2.8260863677419616e-162,-4.611331923513499e-162,-1.238217463442726e-163,-2.055498070829628e-163,-3.4054682308704344e-163,-5.630834009441038e-163,-9.291830209867848e-163,-1.5302379399820793e-162,-2.5150251492942943e-162,-4.1252271540854124e-162,-6.752616260471964e-162,-1.1030912334864976e-161
-0.007985339828958275,-0.008408920556080925,-0.0074588217297895535,-0.005628814710909811,-0.003689295841075656,-0.002153260622458229,-0.0011463864270087607,-0.0005682580939831341,-0.00026656918028327434,-0.00011982385440155555,-0.021460270851925135,-0.02284126189717629,-0.01977222859898426,-0.014158569622158144,-0.00866817062221841,-0.004704224335769167,-0.0023348927910676535,-0.0010855820854622723,-0.00048107826027744865,-0.00020572425281511757,-0.057335387665238484,-0.062020252086834114,-0.05175991058432134,-0.034414338739564364,-0.01927781435254358,-0.009588618094730265,-0.004401639635709586,-0.0019134816771328397,-0.0008010284651740968,-0.00032645586500692385,-0.15137213201544847,-0.16826790919212925,-0.13221225497291744,-0.07876594952833661,-0.03933512095170442,-0.017704308368628387,-0.007490514213172817,-0.00304977005015525,-0.001211062520519909,-0.0004728060282297993,-0.38792131851954453,-0.4555580774435315,-0.3189967430555629,-0.16093264470356464,-0.06999578226703793,-0.028448103478640047,-0.011169151608777506,-0.004300261725820007,-0.0016358930794645344,-0.000617450226681697,-0.8924065555288745,-1.5994789404140897,-0.6514826831653927,-0.2638130060139019,-0.10101255727857728,-0.037972066907115,-0.014158569622158144,-0.005256710884586531,-0.0019467578138405092,-0.0007197964792963126,-1.5562148865321748,-1.9536115561380325,-0.8017875995102142,-0.29775753886563977,-0.1099312175584988,-0.04051745265893553,-0.014922792867830022,-0.005494095449946988,-0.0020223101809407036,-0.0007442851656279685,-0.6293375700855788,-0.7856694212058455,-0.48927769661080445,-0.21913665048292424,-0.08834907561553239,-0.03421811831166603,-0.013006023912854908,-0.004893440856898528,-0.001829949985867419,-0.0006816483677833787,-0.25552110928763033,-0.29113427846932766,-0.21697599536039408,-0.11895649472378379,-0.05516010987675375,-0.023448245531973066,-0.009504161268367275,-0.0037456651668899823,-0.0014503425918300733,-0.0005550198744259856,-0.0980043321884654,-0.10739994605859583,-0.08707191225715125,-0.05480771514239066,-0.0289207640864714,-0.013631936972103248,-0.005982752767001761,-0.002507154586797403,-0.0010186543573478596,-0.0004050938560841034
-0.007985339828958275,-0.008408920556080925,-0.0074588217297895535,-0.005628814710909811,-0.003689295841075656,-0.002153260622458229,-0.0011463864270087607,-0.0005682580939831341,-0.00026656918028327434,-0.00011982385440155555,-0.021460270851925135,-0.02284126189717629,-0.01977222859898426,-0.014158569622158144,-0.00866817062221841,-0.004704224335769167,-0.0023348927910676535,-0.0010855820854622723,-0.00048107826027744865,-0.00020572425281511757,-0.057335387665238484,-0.062020252086834114,-0.05175991058432134,-0.034414338739564364,-0.01927781435254358,-0.009588618094730265,-0.004401639635709586,-0.0019134816771328397,-0.0008010284651740968,-0.00032645586500692385,-0.15137213201544847,-0.16826790919212925,-0.13221225497291744,-0.07876594952833661,-0.03933512095170442,-0.017704308368628387,-0.007490514213172817,-0.00304977005015525,-0.001211062520519909,-0.0004728060282297993,-0.38792131851954453,-0.4555580774435315,-0.3189967430555629,-0.16093264470356464,-0.06999578226703793,-0.028448103478640047,-0.011169151608777506,-0.004300261725820007,-0.0016358930794645344,-0.000617450226681697,-0.8924065555288745,-1.5994789404140897,-0.6514826831653927,-0.2638130060139019,-0.10101255727857728,-0.037972066907115,-0.014158569622158144,-0.005256710884586531,-0.0019467578138405092,-0.0007197964792963126,-1.5562148865321748,-1.9536115561380325,-0.8017875995102142,-0.29775753886563977,-0.1099312175584988,-0.04051745265893553,-0.014922792867830022,-0.005494095449946988,-0.0020223101809407036,-0.0007442851656279685,-0.6293375700855788,-0.7856694212058455,-0.48927769661080445,-0.21913665048292424,-0.08834907561553239,-0.03421811831166603,-0.013006023912854908,-0.004893440856898528,-0.001829949985867419,-0.0006816483677833787,-0.25552110928763033,-0.29113427846932766,-0.21697599536039408,-0.11895649472378379,-0.05516010987675375,-0.023448245531973066,-0.009504161268367275,-0.0037456651668899823,-0.0014503425918300733,-0.0005550198744259856,-0.0980043321884654,-0.10739994605859583,-0.08707191225715125,-0.05480771514239066,-0.0289207640864714,-0.013631936972103248,-0.005982752767001761,-0.002507154586797403,-0.0010186543573478596,-0.0004050938560841034
-0.03560062307656834,-0.03400386088710935,-0.026066369600773638,-0.01659605119895321,-0.009170940174580935,-0.004575015037027241,-0.002122603645753349,-0.0009352595120283052,-0.0003970242574504699,-0.0001639840987455099,-0.09647162044236891,-0.09090999100286866,-0.06493398421101515,-0.03750881489314234,-0.01878874117795113,-0.008589422940581964,-0.003701893272294223,-0.0015343003364957461,-0.000619108587604237,-0.00024512723888785236,-0.2607286829652296,-0.2397662439558357,-0.15255765851651995,-0.07706607901909027,-0.03439465458809074,-0.014355428948641096,-0.0057650453941922334,-0.002261016363117927,-0.0008731885360983368,-0.00033368573102860913,-0.6986972027632092,-0.6074162598940465,-0.3149406099640415,-0.13431136516991227,-0.053392113130815905,-0.020584884497816966,-0.007812922683092248,-0.002938781484220474,-0.001099202929617383,-0.00040960405005051987,-1.8968695557326047,-1.6359048670988452,-0.4815296876420893,-0.17915752326974071,-0.06625487563603732,-0.02444759817931915,-0.009011463114681154,-0.0033197100595560064,-0.0012225019833643686,-0.00045008761868168157,-1.6740734381356384,-1.233184476327221,-0.43643973718080126,-0.16811680096797724,-0.06322427187767923,-0.02355956575195072,-0.008740149719409084,-0.0032343864705179468,-0.0011950952179678506,-0.00044114097758662924,-0.4957648251584525,-0.4424686635122722,-0.24993588388897667,-0.11334020419409364,-0.04681832273055226,-0.018508011565264926,-0.007147360729519783,-0.002722507569234552,-0.0010280641326558943,-0.00038596044248449346,-0.1841932383812201,-0.17117440468700115,-0.11423661671821234,-0.06076507620814733,-0.028277158172610332,-0.012180457824634148,-0.0050092093552264495,-0.0020006855505790787,-0.0007837514717430906,-0.00030294563011914284,-0.06806960012652719,-0.0645011189592417,-0.04739914228914018,-0.028432511027194584,-0.014773171594210594,-0.006969533968181316,-0.0030825211976510452,-0.0013048032485114074,-0.0005356469869672997,-0.00021511376178061373,-0.025106819429290095,-0.024062132775136347,-0.01878874117795113,-0.012293694167125106,-0.006998809754536403,-0.003591628192409326,-0.0017088262951239087,-0.0007694769426938289,-0.0003327607998764805,-0.00013962938848852732
